Data,Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh)
2022-05-15,3,0.0,0.731,0.0,None
2022-05-15,4,0.0,0.508,0.0,None
2022-05-15,5,0.0,0.424,0.0,None
2022-05-15,6,0.0,0.315,0.003,None
2022-05-15,7,0.0,0.208,0.06,None
2022-05-15,8,0.188,0.0,0.079,None
2022-05-15,9,0.105,0.0,0.158,None
2022-05-15,10,0.0,0.0,0.274,Medium
2022-05-15,11,0.0,0.0,0.261,High
2022-05-15,12,0.0,0.0,0.264,High
2022-05-15,13,0.0,0.0,0.264,High
2022-05-15,14,0.0,0.0,0.277,High
2022-05-15,15,0.273,0.0,0.461,Low
2022-05-15,16,0.075,0.0,0.478,Medium
2022-05-15,17,0.378,0.0,0.287,Low
2022-05-15,18,0.536,0.0,0.129,None
2022-05-15,19,0.349,0.0,0.077,None
2022-05-15,20,1.706,0.0,0.008,None
2022-05-15,21,0.495,0.0,0.0,None
2022-05-15,22,0.0,0.595,0.0,None
2022-05-15,23,0.0,0.557,0.0,None
2022-05-16,0,0.0,1.13,0.0,None
2022-05-16,1,0.0,0.609,0.0,None
2022-05-16,2,0.0,0.588,0.0,None
2022-05-16,3,0.0,0.479,0.0,None
2022-05-16,4,0.0,0.442,0.0,None
2022-05-16,5,0.0,0.539,0.0,None
2022-05-16,6,0.0,0.477,0.0,None
2022-05-16,7,0.0,0.58,0.04,None
2022-05-16,8,0.135,0.0,0.207,Low
2022-05-16,9,0.0,0.0,0.276,Medium
2022-05-16,10,0.041,0.0,0.232,Medium
2022-05-16,11,0.0,0.0,0.273,High
2022-05-16,12,0.0,0.0,0.264,Medium
2022-05-16,13,0.004,0.0,0.255,High
2022-05-16,14,0.0,0.0,0.26,High
2022-05-16,15,0.0,0.0,0.261,High
2022-05-16,16,0.01,0.0,0.259,Medium
2022-05-16,17,0.048,0.0,0.221,Medium
2022-05-16,18,0.631,0.0,0.117,None
2022-05-16,19,0.863,0.0,0.033,None
2022-05-16,20,0.782,0.0,0.005,None
2022-05-16,21,0.509,0.0,0.0,None
2022-05-16,22,0.0,0.446,0.0,None
2022-05-16,23,0.0,0.88,0.0,None
2022-05-17,0,0.0,1.071,0.0,None
2022-05-17,1,0.0,0.47,0.0,None
2022-05-17,2,0.0,0.274,0.0,None
2022-05-17,3,0.0,0.267,0.0,None
2022-05-17,4,0.0,0.267,0.0,None
2022-05-17,5,0.0,0.258,0.0,None
2022-05-17,6,0.0,0.573,0.0,None
2022-05-17,7,0.0,0.443,0.034,None
2022-05-17,8,0.322,0.0,0.082,None
2022-05-17,9,0.037,0.0,0.228,Low
2022-05-17,10,0.0,0.0,0.266,Medium
2022-05-17,11,0.034,0.0,0.228,Medium
2022-05-17,12,0.0,0.0,0.266,Medium
2022-05-17,13,0.0,0.0,0.276,High
2022-05-17,14,0.022,0.0,0.297,Medium
2022-05-17,15,0.0,0.0,0.279,Medium
2022-05-17,16,0.016,0.0,0.267,Medium
2022-05-17,17,0.044,0.0,0.295,Medium
2022-05-17,18,0.393,0.0,0.214,None
2022-05-17,19,1.818,0.0,0.115,None
2022-05-17,20,0.495,0.0,0.018,None
2022-05-17,21,0.76,0.0,0.0,None
2022-05-17,22,0.0,0.529,0.0,None
2022-05-17,23,0.0,0.627,0.0,None
2022-05-18,0,0.0,0.539,0.0,None
2022-05-18,1,0.0,0.558,0.0,None
2022-05-18,2,0.0,0.333,0.0,None
2022-05-18,3,0.0,0.27,0.0,None
2022-05-18,4,0.0,0.323,0.0,None
2022-05-18,5,0.0,0.337,0.0,None
2022-05-18,6,0.0,0.262,0.001,None
2022-05-18,7,0.0,0.482,0.033,None
2022-05-18,8,0.249,0.0,0.084,None
2022-05-18,9,0.213,0.0,0.122,None
2022-05-18,10,0.031,0.0,0.295,Medium
2022-05-18,11,0.176,0.0,0.301,Medium
2022-05-18,12,0.215,0.0,0.263,None
2022-05-18,13,0.266,0.0,0.257,None
2022-05-18,14,0.044,0.0,0.313,Low
2022-05-18,15,0.011,0.0,0.331,Medium
2022-05-18,16,0.008,0.0,0.479,Medium
2022-05-18,17,0.025,0.0,0.383,Medium
2022-05-18,18,0.19,0.0,0.286,Low
2022-05-18,19,1.499,0.0,0.055,None
2022-05-18,20,0.891,0.0,0.01,None
2022-05-18,21,0.675,0.0,0.0,None
2022-05-18,22,0.0,0.531,0.0,None
2022-05-18,23,0.0,0.619,0.0,None
2022-05-19,0,0.0,0.432,0.0,None
2022-05-19,1,0.0,0.37,0.0,None
2022-05-19,2,0.0,0.363,0.0,None
2022-05-19,3,0.0,0.366,0.0,None
2022-05-19,4,0.0,0.36,0.0,None
2022-05-19,5,0.0,0.425,0.0,None
2022-05-19,6,0.0,0.397,0.024,None
2022-05-19,7,0.0,0.254,0.223,None
2022-05-19,8,0.117,0.0,0.459,Medium
2022-05-19,9,0.0,0.0,0.451,High
2022-05-19,10,0.0,0.0,0.436,High
2022-05-19,11,0.0,0.0,0.331,Very High
2022-05-19,12,0.0,0.0,0.653,High
2022-05-19,13,0.0,0.0,0.512,High
2022-05-19,14,0.0,0.0,0.517,High
2022-05-19,15,0.0,0.0,0.514,High
2022-05-19,16,0.0,0.0,0.386,High
2022-05-19,17,0.005,0.0,0.368,Medium
2022-05-19,18,0.266,0.0,0.191,None
2022-05-19,19,2.313,0.0,0.094,None
2022-05-19,20,1.096,0.0,0.011,None
2022-05-19,21,0.641,0.0,0.0,None
2022-05-19,22,0.0,0.859,0.0,None
2022-05-19,23,0.0,0.585,0.0,None
2022-05-20,0,0.0,0.505,0.0,None
2022-05-20,1,0.0,0.336,0.0,None
2022-05-20,2,0.0,0.28,0.0,None
2022-05-20,3,0.0,0.31,0.0,None
2022-05-20,4,0.0,0.371,0.0,None
2022-05-20,5,0.0,0.321,0.0,None
2022-05-20,6,0.0,0.338,0.016,None
2022-05-20,7,0.0,0.523,0.194,None
2022-05-20,8,0.087,0.0,0.407,Medium
2022-05-20,9,0.0,0.0,0.414,High
2022-05-20,10,0.0,0.0,0.527,High
2022-05-20,11,0.0,0.0,0.49,Very High
2022-05-20,12,0.0,0.0,0.614,High
2022-05-20,13,0.0,0.0,0.71,High
2022-05-20,14,0.0,0.0,0.443,Very High
2022-05-20,15,0.008,0.0,0.672,High
2022-05-20,16,0.0,0.0,0.428,High
2022-05-20,17,0.046,0.0,0.329,Medium
2022-05-20,18,0.158,0.0,0.294,None
2022-05-20,19,0.37,0.0,0.094,None
2022-05-20,20,0.791,0.0,0.005,None
2022-05-20,21,0.596,0.0,0.0,None
2022-05-20,22,0.0,0.502,0.0,None
2022-05-20,23,0.0,0.505,0.0,None
2022-05-21,0,0.0,0.491,0.0,None
2022-05-21,1,0.0,0.473,0.0,None
2022-05-21,2,0.0,0.545,0.0,None
2022-05-21,3,0.0,0.497,0.0,None
2022-05-21,4,0.0,0.505,0.0,None
2022-05-21,5,0.0,0.281,0.0,None
2022-05-21,6,0.0,0.251,0.012,None
2022-05-21,7,0.0,0.168,0.108,None
2022-05-21,8,0.333,0.0,0.074,None
2022-05-21,9,0.215,0.0,0.071,None
2022-05-21,10,0.182,0.0,0.089,None
2022-05-21,11,0.322,0.0,0.101,None
2022-05-21,12,0.267,0.0,0.138,None
2022-05-21,13,0.003,0.0,0.397,Medium
2022-05-21,14,0.679,0.0,0.201,Medium
2022-05-21,15,0.433,0.0,0.121,None
2022-05-21,16,0.296,0.0,0.225,None
2022-05-21,17,0.378,0.0,0.072,None
2022-05-21,18,0.334,0.0,0.071,None
2022-05-21,19,0.446,0.0,0.013,None
2022-05-21,20,0.774,0.0,0.002,None
2022-05-21,21,0.683,0.0,0.0,None
2022-05-21,22,0.0,0.596,0.0,None
2022-05-21,23,0.0,1.108,0.0,None
2022-05-22,0,0.0,1.187,0.0,None
2022-05-22,1,0.0,0.576,0.0,None
2022-05-22,2,0.0,0.591,0.0,None
2022-05-22,3,0.0,0.448,0.0,None
2022-05-22,4,0.0,0.461,0.0,None
2022-05-22,5,0.0,0.345,0.0,None
2022-05-22,6,0.0,0.264,0.0,None
2022-05-22,7,0.0,0.194,0.063,None
2022-05-22,8,0.37,0.0,0.074,None
2022-05-22,9,0.756,0.0,0.143,None
2022-05-22,10,0.045,0.0,0.336,Medium
2022-05-22,11,0.0,0.0,0.397,Medium
2022-05-22,12,0.015,0.0,0.487,Medium
2022-05-22,13,0.047,0.0,0.69,Medium
2022-05-22,14,0.484,0.0,0.789,Medium
2022-05-22,15,0.0,0.0,0.625,High
2022-05-22,16,0.0,0.0,0.475,Medium
2022-05-22,17,0.031,0.0,0.518,Medium
2022-05-22,18,0.991,0.0,0.286,None
2022-05-22,19,0.866,0.0,0.092,None
2022-05-22,20,0.528,0.0,0.0,None
2022-05-22,21,0.512,0.0,0.0,None
2022-05-22,22,0.0,0.488,0.0,None
2022-05-22,23,0.0,0.491,0.0,None
2022-05-23,0,0.0,0.502,0.0,None
2022-05-23,1,0.0,0.442,0.0,None
2022-05-23,2,0.0,0.451,0.0,None
2022-05-23,3,0.0,0.341,0.0,None
2022-05-23,4,0.0,0.282,0.0,None
2022-05-23,5,0.0,0.272,0.0,None
2022-05-23,6,0.0,0.245,0.022,None
2022-05-23,7,0.0,0.201,0.076,None
2022-05-23,8,0.2,0.0,0.238,Low
2022-05-23,9,0.069,0.0,0.336,Low
2022-05-23,10,0.154,0.0,0.22,None
2022-05-23,11,0.099,0.0,0.294,Low
2022-05-23,12,0.363,0.0,0.489,Low
2022-05-23,13,0.146,0.0,0.507,Medium
2022-05-23,14,0.258,0.0,0.37,Low
2022-05-23,15,0.043,0.0,0.509,Medium
2022-05-23,16,0.055,0.0,0.391,Medium
2022-05-23,17,0.0,0.0,0.391,Medium
2022-05-23,18,0.129,0.0,0.255,Low
2022-05-23,19,1.816,0.0,0.054,None
2022-05-23,20,1.362,0.0,0.009,None
2022-05-23,21,0.693,0.0,0.0,None
2022-05-23,22,0.0,0.743,0.0,None
2022-05-23,23,0.0,0.661,0.0,None
2022-05-24,0,0.0,0.618,0.0,None
2022-05-24,1,0.0,0.635,0.0,None
2022-05-24,2,0.0,0.409,0.0,None
2022-05-24,3,0.0,0.376,0.0,None
2022-05-24,4,0.0,0.377,0.0,None
2022-05-24,5,0.0,0.367,0.0,None
2022-05-24,6,0.0,0.359,0.011,None
2022-05-24,7,0.0,0.139,0.098,None
2022-05-24,8,0.023,0.0,0.253,None
2022-05-24,9,0.033,0.0,0.377,None
2022-05-24,10,0.234,0.0,0.328,None
2022-05-24,11,0.106,0.0,0.406,None
2022-05-24,12,0.07,0.0,0.539,None
2022-05-24,13,0.156,0.0,0.569,None
2022-05-24,14,0.0,0.0,0.631,None
2022-05-24,15,0.096,0.0,0.422,None
2022-05-24,16,0.156,0.0,0.3,None
2022-05-24,17,0.194,0.0,0.282,None
2022-05-24,18,0.208,0.0,0.316,None
2022-05-24,19,0.373,0.0,0.094,None
2022-05-24,20,0.915,0.0,0.019,None
2022-05-24,21,1.104,0.0,0.0,None
2022-05-24,22,0.0,1.147,0.0,None
2022-05-24,23,0.0,0.542,0.0,None
2022-05-25,0,0.0,0.552,0.0,None
2022-05-25,1,0.0,0.575,0.0,None
2022-05-25,2,0.0,0.433,0.0,None
2022-05-25,3,0.0,0.288,0.0,None
2022-05-25,4,0.0,0.276,0.0,None
2022-05-25,5,0.0,0.276,0.0,None
2022-05-25,6,0.0,0.24,0.03,None
2022-05-25,7,0.0,0.076,0.196,Low
2022-05-25,8,0.0,0.0,0.287,Medium
2022-05-25,9,0.0,0.0,0.393,High
2022-05-25,10,0.0,0.0,0.302,Very High
2022-05-25,11,0.0,0.0,0.315,Very High
2022-05-25,12,0.0,0.0,0.373,Very High
2022-05-25,13,0.0,0.0,0.451,Very High
2022-05-25,14,0.0,0.0,0.557,High
2022-05-25,15,0.0,0.0,0.575,High
2022-05-25,16,0.0,0.0,0.391,High
2022-05-25,17,0.0,0.0,0.42,Medium
2022-05-25,18,0.19,0.0,0.247,None
2022-05-25,19,1.929,0.0,0.043,None
2022-05-25,20,0.499,0.0,0.007,None
2022-05-25,21,0.557,0.0,0.0,None
2022-05-25,22,0.0,0.444,0.0,None
2022-05-25,23,0.0,0.421,0.0,None
2022-05-26,0,0.0,0.345,0.0,None
2022-05-26,1,0.0,0.28,0.0,None
2022-05-26,2,0.0,0.269,0.0,None
2022-05-26,3,0.0,0.268,0.0,None
2022-05-26,4,0.0,0.277,0.0,None
2022-05-26,5,0.0,0.274,0.0,None
2022-05-26,6,0.0,0.255,0.017,None
2022-05-26,7,0.0,0.081,0.194,Low
2022-05-26,8,0.0,0.0,0.281,Medium
2022-05-26,9,0.0,0.0,0.384,High
2022-05-26,10,0.0,0.0,0.483,High
2022-05-26,11,0.0,0.0,0.333,Very High
2022-05-26,12,0.0,0.0,0.398,Very High
2022-05-26,13,0.0,0.0,0.294,Very High
2022-05-26,14,0.0,0.0,0.286,Very High
2022-05-26,15,0.0,0.0,0.279,Very High
2022-05-26,16,0.0,0.0,0.359,High
2022-05-26,17,0.0,0.0,0.399,Medium
2022-05-26,18,0.079,0.0,0.238,Low
2022-05-26,19,0.335,0.0,0.04,None
2022-05-26,20,0.301,0.0,0.007,None
2022-05-26,21,0.378,0.0,0.0,None
2022-05-26,22,0.0,0.414,0.0,None
2022-05-26,23,0.0,0.408,0.0,None
2022-05-27,0,0.0,0.398,0.0,None
2022-05-27,1,0.0,0.345,0.0,None
2022-05-27,2,0.0,0.314,0.0,None
2022-05-27,3,0.0,0.293,0.0,None
2022-05-27,4,0.0,0.272,0.0,None
2022-05-27,5,0.0,0.268,0.0,None
2022-05-27,6,0.0,0.242,0.022,None
2022-05-27,7,0.0,0.113,0.164,Low
2022-05-27,8,0.0,0.0,0.29,Medium
2022-05-27,9,0.0,0.0,0.319,High
2022-05-27,10,0.004,0.0,0.367,High
2022-05-27,11,0.0,0.0,0.388,Very High
2022-05-27,12,0.0,0.0,0.375,High
2022-05-27,13,0.0,0.0,0.318,Very High
2022-05-27,14,0.0,0.0,0.499,Very High
2022-05-27,15,0.234,0.0,0.569,High
2022-05-27,16,0.121,0.0,0.694,Medium
2022-05-27,17,0.0,0.0,0.428,Medium
2022-05-27,18,0.129,0.0,0.257,None
2022-05-27,19,0.907,0.0,0.043,None
2022-05-27,20,0.559,0.0,0.008,None
2022-05-27,21,0.49,0.0,0.0,None
2022-05-27,22,0.0,0.486,0.0,None
2022-05-27,23,0.0,1.068,0.0,None
2022-05-28,0,0.0,0.421,0.0,None
2022-05-28,1,0.0,0.419,0.0,None
2022-05-28,2,0.0,0.467,0.0,None
2022-05-28,3,0.0,0.453,0.0,None
2022-05-28,4,0.0,0.451,0.0,None
2022-05-28,5,0.0,0.444,0.0,None
2022-05-28,6,0.0,0.342,0.018,None
2022-05-28,7,0.0,0.083,0.193,Low
2022-05-28,8,0.0,0.0,0.294,Medium
2022-05-28,9,0.0,0.0,0.3,High
2022-05-28,10,0.0,0.0,0.288,Very High
2022-05-28,11,0.0,0.0,0.281,Very High
2022-05-28,12,0.0,0.0,0.278,Very High
2022-05-28,13,0.0,0.0,0.278,Very High
2022-05-28,14,0.0,0.0,0.48,Very High
2022-05-28,15,0.036,0.0,0.651,High
2022-05-28,16,0.0,0.0,0.296,High
2022-05-28,17,0.0,0.0,0.274,High
2022-05-28,18,0.238,0.0,0.265,None
2022-05-28,19,0.459,0.0,0.072,None
2022-05-28,20,0.597,0.0,0.013,None
2022-05-28,21,0.79,0.0,0.0,None
2022-05-28,22,0.0,0.357,0.0,None
2022-05-28,23,0.0,0.516,0.0,None
2022-05-29,0,0.0,0.482,0.0,None
2022-05-29,1,0.0,0.511,0.0,None
2022-05-29,2,0.0,0.481,0.0,None
2022-05-29,3,0.0,0.42,0.0,None
2022-05-29,4,0.0,0.439,0.0,None
2022-05-29,5,0.0,0.346,0.0,None
2022-05-29,6,0.0,0.307,0.003,None
2022-05-29,7,0.0,0.225,0.086,None
2022-05-29,8,0.331,0.0,0.097,None
2022-05-29,9,0.236,0.0,0.147,None
2022-05-29,10,0.313,0.0,0.245,None
2022-05-29,11,1.46,0.0,0.453,None
2022-05-29,12,1.702,0.0,0.388,None
2022-05-29,13,0.186,0.0,0.467,None
2022-05-29,14,0.224,0.0,0.363,None
2022-05-29,15,0.144,0.0,0.31,None
2022-05-29,16,0.141,0.0,0.245,None
2022-05-29,17,0.172,0.0,0.165,None
2022-05-29,18,0.269,0.0,0.107,None
2022-05-29,19,1.169,0.0,0.053,None
2022-05-29,20,1.056,0.0,0.007,None
2022-05-29,21,1.235,0.0,0.0,None
2022-05-29,22,0.0,1.145,0.0,None
2022-05-29,23,0.0,0.942,0.0,None
2022-05-30,0,0.0,0.399,0.0,None
2022-05-30,1,0.0,0.447,0.0,None
2022-05-30,2,0.0,0.365,0.0,None
2022-05-30,3,0.0,0.321,0.0,None
2022-05-30,4,0.0,0.277,0.0,None
2022-05-30,5,0.0,0.258,0.0,None
2022-05-30,6,0.0,0.358,0.0,None
2022-05-30,7,0.0,0.423,0.02,None
2022-05-30,8,0.189,0.0,0.083,None
2022-05-30,9,0.206,0.0,0.063,None
2022-05-30,10,0.035,0.0,0.227,Medium
2022-05-30,11,0.04,0.0,0.21,Low
2022-05-30,12,0.0,0.0,0.294,Medium
2022-05-30,13,0.0,0.0,0.247,Medium
2022-05-30,14,0.012,0.0,0.244,Medium
2022-05-30,15,0.0,0.0,0.263,Medium
2022-05-30,16,0.011,0.0,0.248,Medium
2022-05-30,17,0.103,0.0,0.159,Low
2022-05-30,18,0.186,0.0,0.065,None
2022-05-30,19,0.764,0.0,0.042,None
2022-05-30,20,0.687,0.0,0.012,None
2022-05-30,21,0.535,0.0,0.0,None
2022-05-30,22,0.0,0.51,0.0,None
2022-05-30,23,0.0,0.449,0.0,None
2022-05-31,0,0.0,0.445,0.0,None
2022-05-31,1,0.0,0.438,0.0,None
2022-05-31,2,0.0,0.427,0.0,None
2022-05-31,3,0.0,0.285,0.0,None
2022-05-31,4,0.0,0.254,0.0,None
2022-05-31,5,0.0,0.262,0.0,None
2022-05-31,6,0.0,0.277,0.0,None
2022-05-31,7,0.0,0.434,0.019,None
2022-05-31,8,0.219,0.0,0.067,None
2022-05-31,9,0.002,0.0,0.254,Medium
2022-05-31,10,0.0,0.0,0.25,Medium
2022-05-31,11,0.004,0.0,0.244,Medium
2022-05-31,12,0.0,0.0,0.259,Medium
2022-05-31,13,0.05,0.0,0.21,Low
2022-05-31,14,0.136,0.0,0.127,Low
2022-05-31,15,0.114,0.0,0.15,None
2022-05-31,16,0.091,0.0,0.201,None
2022-05-31,17,0.246,0.0,0.084,None
2022-05-31,18,0.34,0.0,0.222,None
2022-05-31,19,0.96,0.0,0.101,None
2022-05-31,20,0.494,0.0,0.012,None
2022-05-31,21,0.468,0.0,0.0,None
2022-05-31,22,0.0,0.641,0.0,None
2022-05-31,23,0.0,0.666,0.0,None
2022-06-01,0,0.0,0.436,0.0,None
2022-06-01,1,0.0,0.398,0.0,None
2022-06-01,2,0.0,0.366,0.0,None
2022-06-01,3,0.0,0.355,0.0,None
2022-06-01,4,0.0,0.405,0.0,None
2022-06-01,5,0.0,0.364,0.0,None
2022-06-01,6,0.0,0.355,0.004,None
2022-06-01,7,0.0,0.467,0.031,None
2022-06-01,8,0.388,0.0,0.128,Low
2022-06-01,9,0.0,0.0,0.261,High
2022-06-01,10,0.0,0.0,0.263,Very High
2022-06-01,11,0.0,0.0,0.262,Very High
2022-06-01,12,0.0,0.0,0.261,High
2022-06-01,13,0.023,0.0,0.222,Medium
2022-06-01,14,0.066,0.0,0.18,Medium
2022-06-01,15,0.001,0.0,0.248,Medium
2022-06-01,16,0.072,0.0,0.242,Low
2022-06-01,17,0.018,0.0,0.25,Medium
2022-06-01,18,0.665,0.0,0.227,None
2022-06-01,19,1.665,0.0,0.062,None
2022-06-01,20,0.728,0.0,0.011,None
2022-06-01,21,0.555,0.0,0.0,None
2022-06-01,22,0.0,0.414,0.0,None
2022-06-01,23,0.0,0.407,0.0,None
2022-06-02,0,0.0,0.412,0.0,None
2022-06-02,1,0.0,0.373,0.0,None
2022-06-02,2,0.0,0.281,0.0,None
2022-06-02,3,0.0,0.269,0.0,None
2022-06-02,4,0.0,0.252,0.0,None
2022-06-02,5,0.0,0.305,0.0,None
2022-06-02,6,0.0,0.25,0.008,None
2022-06-02,7,0.0,0.761,0.028,None
2022-06-02,8,0.266,0.0,0.104,None
2022-06-02,9,0.006,0.0,0.252,Low
2022-06-02,10,0.0,0.0,0.259,Medium
2022-06-02,11,0.0,0.0,0.251,High
2022-06-02,12,0.0,0.0,0.255,High
2022-06-02,13,0.0,0.0,0.256,Very High
2022-06-02,14,0.0,0.0,0.262,High
2022-06-02,15,0.0,0.0,0.272,Very High
2022-06-02,16,0.0,0.0,0.259,High
2022-06-02,17,0.0,0.0,0.253,Medium
2022-06-02,18,0.12,0.0,0.316,None
2022-06-02,19,1.214,0.0,0.058,None
2022-06-02,20,0.588,0.0,0.013,None
2022-06-02,21,0.659,0.0,0.0,None
2022-06-02,22,0.0,0.484,0.0,None
2022-06-02,23,0.0,0.373,0.0,None
2022-06-03,0,0.0,0.247,0.0,None
2022-06-03,1,0.0,0.242,0.0,None
2022-06-03,2,0.0,0.252,0.0,None
2022-06-03,3,0.0,0.341,0.0,None
2022-06-03,4,0.0,0.318,0.0,None
2022-06-03,5,0.0,0.248,0.0,None
2022-06-03,6,0.0,0.223,0.021,None
2022-06-03,7,0.0,0.197,0.154,None
2022-06-03,8,0.039,0.0,0.299,Medium
2022-06-03,9,0.006,0.0,0.307,Medium
2022-06-03,10,0.011,0.0,0.303,High
2022-06-03,11,0.047,0.0,0.257,Medium
2022-06-03,12,0.0,0.0,0.357,High
2022-06-03,13,0.0,0.0,0.256,High
2022-06-03,14,0.0,0.0,0.263,High
2022-06-03,15,0.0,0.0,0.261,Medium
2022-06-03,16,0.03,0.0,0.235,Medium
2022-06-03,17,0.017,0.0,0.238,Low
2022-06-03,18,0.118,0.0,0.191,None
2022-06-03,19,0.287,0.0,0.024,None
2022-06-03,20,0.32,0.0,0.014,None
2022-06-03,21,0.335,0.0,0.0,None
2022-06-03,22,0.0,0.341,0.0,None
2022-06-03,23,0.0,0.314,0.0,None
2022-06-04,0,0.0,0.251,0.0,None
2022-06-04,1,0.0,0.243,0.0,None
2022-06-04,2,0.0,0.253,0.0,None
2022-06-04,3,0.0,0.262,0.0,None
2022-06-04,4,0.0,0.373,0.0,None
2022-06-04,5,0.0,0.338,0.0,None
2022-06-04,6,0.0,0.312,0.027,None
2022-06-04,7,0.0,0.205,0.159,None
2022-06-04,8,0.04,0.0,0.312,Medium
2022-06-04,9,0.434,0.0,0.341,Medium
2022-06-04,10,0.031,0.0,0.295,High
2022-06-04,11,0.081,0.0,0.294,Medium
2022-06-04,12,0.425,0.0,0.493,None
2022-06-04,13,0.0,0.0,0.269,High
2022-06-04,14,0.0,0.0,0.366,High
2022-06-04,15,0.071,0.0,0.601,High
2022-06-04,16,0.04,0.0,0.53,Medium
2022-06-04,17,0.427,0.0,0.582,Medium
2022-06-04,18,1.026,0.0,0.243,None
2022-06-04,19,1.858,0.0,0.04,None
2022-06-04,20,0.894,0.0,0.009,None
2022-06-04,21,0.605,0.0,0.0,None
2022-06-04,22,0.0,0.651,0.0,None
2022-06-04,23,0.0,0.684,0.0,None
2022-06-05,0,0.0,0.587,0.0,None
2022-06-05,1,0.0,0.468,0.0,None
2022-06-05,2,0.0,0.481,0.0,None
2022-06-05,3,0.0,0.454,0.0,None
2022-06-05,4,0.0,0.477,0.0,None
2022-06-05,5,0.0,0.419,0.0,None
2022-06-05,6,0.0,0.324,0.006,None
2022-06-05,7,0.0,0.111,0.139,Low
2022-06-05,8,0.007,0.0,0.248,Medium
2022-06-05,9,0.022,0.0,0.32,High
2022-06-05,10,0.022,0.0,0.295,High
2022-06-05,11,0.543,0.0,0.719,Medium
2022-06-05,12,1.305,0.0,0.69,None
2022-06-05,13,0.07,0.0,0.492,Medium
2022-06-05,14,0.0,0.0,0.504,High
2022-06-05,15,0.0,0.0,0.601,High
2022-06-05,16,0.0,0.0,0.445,High
2022-06-05,17,0.014,0.0,0.398,Medium
2022-06-05,18,0.136,0.0,0.265,Medium
2022-06-05,19,0.354,0.0,0.14,None
2022-06-05,20,0.488,0.0,0.01,None
2022-06-05,21,0.605,0.0,0.0,None
2022-06-05,22,0.0,0.691,0.0,None
2022-06-05,23,0.0,0.863,0.0,None
2022-06-06,0,0.0,0.643,0.0,None
2022-06-06,1,0.0,0.515,0.0,None
2022-06-06,2,0.0,0.373,0.0,None
2022-06-06,3,0.0,0.426,0.0,None
2022-06-06,4,0.0,0.362,0.0,None
2022-06-06,5,0.0,0.346,0.0,None
2022-06-06,6,0.0,0.345,0.006,None
2022-06-06,7,0.0,0.474,0.059,None
2022-06-06,8,0.266,0.0,0.158,None
2022-06-06,9,0.239,0.0,0.216,Low
2022-06-06,10,0.005,0.0,0.298,Low
2022-06-06,11,0.025,0.0,0.319,High
2022-06-06,12,0.521,0.0,0.36,Low
2022-06-06,13,0.0,0.0,0.27,Medium
2022-06-06,14,0.0,0.0,0.259,Medium
2022-06-06,15,0.0,0.0,0.256,Medium
2022-06-06,16,0.0,0.0,0.346,Medium
2022-06-06,17,0.0,0.0,0.27,High
2022-06-06,18,0.068,0.0,0.33,Low
2022-06-06,19,0.892,0.0,0.098,None
2022-06-06,20,0.955,0.0,0.017,None
2022-06-06,21,0.828,0.0,0.0,None
2022-06-06,22,0.0,0.722,0.0,None
2022-06-06,23,0.0,0.624,0.0,None
2022-06-07,0,0.0,0.885,0.0,None
2022-06-07,1,0.0,0.696,0.0,None
2022-06-07,2,0.0,0.26,0.0,None
2022-06-07,3,0.0,0.28,0.0,None
2022-06-07,4,0.0,0.281,0.0,None
2022-06-07,5,0.0,0.275,0.0,None
2022-06-07,6,0.0,0.249,0.022,None
2022-06-07,7,0.0,0.182,0.167,None
2022-06-07,8,0.238,0.0,0.217,Medium
2022-06-07,9,0.0,0.0,0.294,High
2022-06-07,10,0.0,0.0,0.3,Very High
2022-06-07,11,0.0,0.0,0.296,Very High
2022-06-07,12,0.0,0.0,0.341,Very High
2022-06-07,13,0.022,0.0,0.653,High
2022-06-07,14,0.0,0.0,0.261,Very High
2022-06-07,15,0.0,0.0,0.259,Very High
2022-06-07,16,0.0,0.0,0.267,High
2022-06-07,17,0.0,0.0,0.282,High
2022-06-07,18,0.771,0.0,0.284,None
2022-06-07,19,1.436,0.0,0.115,None
2022-06-07,20,0.541,0.0,0.022,None
2022-06-07,21,0.716,0.0,0.0,None
2022-06-07,22,0.0,0.594,0.0,None
2022-06-07,23,0.0,0.654,0.0,None
2022-06-08,0,0.0,0.685,0.0,None
2022-06-08,1,0.0,0.331,0.0,None
2022-06-08,2,0.0,0.326,0.0,None
2022-06-08,3,0.0,0.309,0.0,None
2022-06-08,4,0.0,0.3,0.0,None
2022-06-08,5,0.0,0.301,0.0,None
2022-06-08,6,0.0,0.315,0.001,None
2022-06-08,7,0.0,0.621,0.031,None
2022-06-08,8,0.271,0.0,0.14,None
2022-06-08,9,0.168,0.0,0.216,None
2022-06-08,10,0.044,0.0,0.242,Low
2022-06-08,11,0.048,0.0,0.236,Low
2022-06-08,12,0.005,0.0,0.291,Low
2022-06-08,13,0.0,0.0,0.292,Medium
2022-06-08,14,0.0,0.0,0.289,Medium
2022-06-08,15,0.0,0.0,0.282,Medium
2022-06-08,16,0.084,0.0,0.2,None
2022-06-08,17,0.136,0.0,0.159,None
2022-06-08,18,0.219,0.0,0.151,None
2022-06-08,19,0.977,0.0,0.074,None
2022-06-08,20,0.561,0.0,0.005,None
2022-06-08,21,0.75,0.0,0.0,None
