Normal (kWh),Economic (kWh),Self-consumption (kWh),Injection,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,clouds_all,weather_broken clouds,weather_few clouds,weather_heavy intensity rain,weather_light rain,weather_moderate rain,weather_overcast clouds,weather_scattered clouds,weather_sky is clear,hour,day_of_year,rain_binary
0.29,0.0,0.0,None,11.83,11.18,11.12,12.33,1021,81,2.25,0.0,96,False,False,False,False,False,True,False,False,20,96,False
0.428,0.0,0.0,None,11.31,10.66,10.9,12.32,1022,83,1.35,0.0,96,False,False,False,False,False,True,False,False,21,96,False
0.0,0.355,0.0,None,11.07,10.45,10.34,12.33,1022,85,1.35,0.0,61,True,False,False,False,False,False,False,False,22,96,False
0.0,0.351,0.0,None,11.31,10.74,10.9,12.32,1022,86,1.29,0.0,89,False,False,False,False,False,True,False,False,23,96,False
0.0,0.33,0.0,None,11.31,10.74,10.9,12.32,1022,86,1.36,0.0,99,False,False,False,False,False,True,False,False,0,97,False
0.0,0.329,0.0,None,11.31,10.74,10.9,12.32,1022,86,1.36,0.0,100,False,False,False,False,False,True,False,False,1,97,False
0.0,0.375,0.0,None,11.29,10.64,10.9,11.77,1022,83,1.79,0.0,97,False,False,False,False,False,True,False,False,2,97,False
0.0,0.338,0.0,None,11.29,10.64,10.9,11.77,1022,83,1.72,0.0,95,False,False,False,False,False,True,False,False,3,97,False
0.0,0.328,0.0,None,11.27,10.67,10.9,11.77,1022,85,1.87,0.0,86,False,False,False,False,False,True,False,False,4,97,False
0.0,0.261,0.0,None,11.28,10.68,10.9,11.72,1022,85,1.76,0.0,94,False,False,False,False,False,True,False,False,5,97,False
0.0,0.256,0.0,None,11.28,10.74,10.9,11.72,1022,87,1.89,0.0,95,False,False,False,False,False,True,False,False,6,97,False
0.0,1.393,0.005,None,11.33,10.74,11.12,12.72,1022,85,2.53,0.0,96,False,False,False,False,False,True,False,False,7,97,False
0.246,0.0,0.07,None,11.86,11.29,11.45,12.72,1023,84,2.99,0.0,87,False,False,False,False,False,True,False,False,8,97,False
0.041,0.0,0.22,Medium,12.95,12.42,12.32,13.72,1023,81,4.89,0.12,93,False,False,False,True,False,False,False,False,9,97,True
0.054,0.0,0.265,Medium,13.58,13.03,13.34,15.11,1024,78,4.64,0.0,100,False,False,False,False,False,True,False,False,10,97,False
0.0,0.0,0.257,High,14.55,14.02,13.34,15.1,1023,75,5.11,0.0,100,False,False,False,False,False,True,False,False,11,97,False
0.0,0.0,0.275,Very High,15.68,15.18,15.1,15.9,1023,72,5.51,0.0,100,False,False,False,False,False,True,False,False,12,97,False
0.0,0.0,0.268,Medium,15.19,14.7,14.72,16.77,1023,74,5.69,0.0,100,False,False,False,False,False,True,False,False,13,97,False
0.0,0.0,0.353,High,14.65,14.16,14.45,15.72,1023,76,5.93,0.0,99,False,False,False,False,False,True,False,False,14,97,False
0.0,0.0,0.267,High,15.18,14.69,14.45,15.72,1023,74,5.88,0.0,98,False,False,False,False,False,True,False,False,15,97,False
0.022,0.0,0.23,Medium,15.12,14.59,14.45,15.15,1023,73,5.55,0.0,94,False,False,False,False,False,True,False,False,16,97,False
0.096,0.0,0.157,None,14.08,13.48,13.9,15.11,1022,74,4.96,0.0,93,False,False,False,False,False,True,False,False,17,97,False
0.804,0.0,0.085,None,13.5,12.97,13.34,14.0,1022,79,4.13,0.0,91,False,False,False,False,False,True,False,False,18,97,False
1.089,0.0,0.009,None,12.97,12.49,12.57,13.72,1022,83,2.77,0.0,85,False,False,False,False,False,True,False,False,19,97,False
0.862,0.0,0.0,None,12.98,12.53,12.01,13.72,1022,84,2.81,0.0,97,False,False,False,False,False,True,False,False,20,97,False
0.739,0.0,0.0,None,12.47,12.1,12.01,13.72,1023,89,3.2,0.0,100,False,False,False,False,False,True,False,False,21,97,False
0.0,0.626,0.0,None,12.46,12.03,12.01,13.72,1023,87,4.04,0.18,100,False,False,False,True,False,False,False,False,22,97,True
0.0,0.48,0.0,None,12.45,11.97,12.01,13.72,1023,85,4.03,0.2,98,False,False,False,True,False,False,False,False,23,97,True
0.0,0.489,0.0,None,12.45,11.92,12.01,13.72,1022,83,4.11,0.16,72,False,False,False,True,False,False,False,False,0,98,True
0.0,0.368,0.0,None,12.44,11.91,12.01,13.72,1021,83,4.22,0.23,96,False,False,False,True,False,False,False,False,1,98,True
0.0,0.306,0.0,None,11.88,11.4,11.82,12.72,1020,87,4.62,0.31,100,False,False,False,True,False,False,False,False,2,98,True
0.0,0.281,0.0,None,11.86,11.4,11.77,12.72,1020,88,5.0,0.41,100,False,False,False,True,False,False,False,False,3,98,True
0.0,0.277,0.0,None,12.37,12.01,12.01,12.37,1019,90,5.48,0.44,100,False,False,False,True,False,False,False,False,4,98,True
0.0,0.262,0.0,None,12.37,12.04,12.01,12.37,1019,91,5.65,0.59,100,False,False,False,True,False,False,False,False,5,98,True
0.0,0.261,0.0,None,12.37,12.04,12.01,12.89,1019,91,5.86,0.33,100,False,False,False,True,False,False,False,False,6,98,True
0.0,1.04,0.001,None,12.91,12.63,12.32,12.93,1019,91,6.14,0.26,100,False,False,False,True,False,False,False,False,7,98,True
0.384,0.0,0.029,None,12.95,12.68,12.88,13.72,1019,91,6.39,0.48,100,False,False,False,True,False,False,False,False,8,98,True
0.331,0.0,0.067,None,12.99,12.69,12.57,13.72,1019,90,6.82,1.12,100,False,False,False,False,True,False,False,False,9,98,True
0.278,0.0,0.082,None,12.99,12.69,12.57,13.72,1019,90,7.61,1.61,100,False,False,False,False,True,False,False,False,10,98,True
0.186,0.0,0.18,None,12.98,12.76,12.79,13.72,1018,93,6.5,2.11,100,False,False,False,False,True,False,False,False,11,98,True
0.17,0.0,0.205,None,13.46,13.29,12.79,13.72,1019,93,6.58,1.93,100,False,False,False,False,True,False,False,False,12,98,True
0.445,0.0,0.236,None,13.48,13.31,12.79,13.72,1019,93,6.38,1.86,100,False,False,False,False,True,False,False,False,13,98,True
0.338,0.0,0.264,None,13.48,13.31,12.79,13.72,1019,93,5.83,2.48,100,False,False,False,False,True,False,False,False,14,98,True
0.698,0.0,0.232,None,13.97,13.88,12.79,14.79,1018,94,5.55,1.82,100,False,False,False,False,True,False,False,False,15,98,True
1.082,0.0,0.107,None,13.98,13.89,12.79,14.79,1018,94,5.46,1.64,100,False,False,False,False,True,False,False,False,16,98,True
0.829,0.0,0.15,None,13.98,13.89,12.79,14.79,1018,94,4.43,1.06,100,False,False,False,False,True,False,False,False,17,98,True
0.239,0.0,0.132,None,13.98,13.89,12.79,14.23,1018,94,3.88,0.45,100,False,False,False,True,False,False,False,False,18,98,True
0.421,0.0,0.021,None,13.47,13.33,12.79,13.72,1018,94,3.1,0.41,100,False,False,False,True,False,False,False,False,19,98,True
0.451,0.0,0.0,None,13.47,13.33,12.57,13.72,1019,94,2.19,0.28,100,False,False,False,True,False,False,False,False,20,98,True
0.449,0.0,0.0,None,13.42,13.27,12.01,13.48,1019,94,1.36,0.15,100,False,False,False,True,False,False,False,False,21,98,True
0.0,0.393,0.0,None,12.92,12.72,12.72,12.93,1019,94,1.13,0.0,100,False,False,False,False,False,True,False,False,22,98,False
0.0,0.388,0.0,None,11.82,11.51,11.72,12.33,1019,94,0.74,0.0,100,False,False,False,False,False,True,False,False,23,98,False
0.0,0.432,0.0,None,11.77,11.46,10.34,11.82,1019,94,0.15,0.0,100,False,False,False,False,False,True,False,False,0,99,False
0.0,0.377,0.0,None,10.63,10.2,8.72,11.21,1019,94,0.92,0.0,100,False,False,False,False,False,True,False,False,1,99,False
0.0,0.365,0.0,None,10.61,10.18,8.72,11.12,1019,94,1.31,0.0,100,False,False,False,False,False,True,False,False,2,99,False
0.0,0.375,0.0,None,10.18,9.71,9.23,10.72,1018,94,1.49,0.0,100,False,False,False,False,False,True,False,False,3,99,False
0.0,0.382,0.0,None,9.66,9.66,8.68,10.72,1018,94,1.2,0.0,100,False,False,False,False,False,True,False,False,4,99,False
0.0,0.327,0.0,None,9.59,9.02,9.54,10.01,1018,95,1.66,0.0,100,False,False,False,False,False,True,False,False,5,99,False
0.0,0.321,0.0,None,9.59,8.92,9.54,10.01,1018,95,1.77,0.0,97,False,False,False,False,False,True,False,False,6,99,False
0.0,0.305,0.01,None,10.66,10.24,9.45,10.7,1018,94,1.93,0.0,93,False,False,False,False,False,True,False,False,7,99,False
0.211,0.0,0.101,None,12.93,12.39,10.72,12.93,1019,81,1.42,0.0,83,True,False,False,False,False,False,False,False,8,99,False
1.13,0.0,0.493,Medium,15.41,14.96,10.72,15.7,1019,75,0.94,0.0,92,False,False,False,False,False,True,False,False,9,99,False
0.0,0.0,0.488,High,16.43,16.17,13.44,16.82,1018,78,0.43,0.0,99,False,False,False,False,False,True,False,False,10,99,False
0.22,0.0,0.715,High,17.32,16.94,15.57,18.99,1018,70,0.59,0.0,100,False,False,False,False,False,True,False,False,11,99,False
0.508,0.0,1.122,Low,18.44,17.98,17.72,18.68,1018,63,1.3,0.0,99,False,False,False,False,False,True,False,False,12,99,False
0.367,0.0,0.954,Medium,20.14,19.46,19.23,20.15,1017,48,2.1,0.0,100,False,False,False,False,False,True,False,False,13,99,False
0.194,0.0,0.685,High,20.33,19.7,13.72,20.7,1017,49,3.26,0.0,99,False,False,False,False,False,True,False,False,14,99,False
0.0,0.0,0.316,Very High,20.79,20.18,13.72,21.45,1017,48,3.83,0.0,98,False,False,False,False,False,True,False,False,15,99,False
0.0,0.0,0.304,High,19.67,19.36,12.72,20.9,1016,64,2.83,0.0,97,False,False,False,False,False,True,False,False,16,99,False
0.001,0.0,0.321,Medium,18.71,18.31,13.72,20.34,1016,64,2.62,0.0,74,True,False,False,False,False,False,False,False,17,99,False
0.236,0.0,0.172,None,18.55,18.18,12.72,19.04,1016,66,2.75,0.0,49,False,False,False,False,False,False,True,False,18,99,False
0.694,0.0,0.019,None,16.15,15.83,12.72,16.26,1016,77,1.69,0.0,71,True,False,False,False,False,False,False,False,19,99,False
0.377,0.0,0.0,None,13.47,13.14,12.72,14.79,1017,87,1.52,0.0,100,False,False,False,False,False,True,False,False,20,99,False
0.276,0.0,0.0,None,14.01,13.74,12.79,14.04,1017,87,1.3,0.0,96,False,False,False,False,False,True,False,False,21,99,False
0.0,0.404,0.0,None,13.48,13.13,12.01,13.72,1017,86,1.52,0.0,88,False,False,False,False,False,True,False,False,22,99,False
0.0,0.505,0.0,None,13.47,13.17,11.45,13.72,1016,88,1.65,0.0,82,True,False,False,False,False,False,False,False,23,99,False
0.0,0.338,0.0,None,12.95,12.62,12.23,13.72,1016,89,1.66,0.0,71,True,False,False,False,False,False,False,False,0,100,False
0.0,0.337,0.0,None,12.41,12.0,12.37,13.72,1015,88,1.75,0.0,91,False,False,False,False,False,True,False,False,1,100,False
0.0,0.412,0.0,None,12.96,12.61,12.79,13.72,1014,88,2.13,0.0,99,False,False,False,False,False,True,False,False,2,100,False
0.0,0.286,0.0,None,13.48,13.16,12.79,13.72,1013,87,2.4,0.0,100,False,False,False,False,False,True,False,False,3,100,False
0.0,0.258,0.0,None,12.4,11.97,12.23,13.72,1013,87,2.68,0.0,100,False,False,False,False,False,True,False,False,4,100,False
0.0,0.26,0.0,None,12.4,11.97,12.23,13.72,1012,87,2.86,0.0,100,False,False,False,False,False,True,False,False,5,100,False
0.0,0.269,0.0,None,12.38,11.89,11.12,12.72,1011,85,2.88,0.0,99,False,False,False,False,False,True,False,False,6,100,False
0.0,0.484,0.033,None,12.91,12.4,10.67,12.93,1011,82,3.22,0.0,94,False,False,False,False,False,True,False,False,7,100,False
1.141,0.0,0.183,None,14.54,14.14,11.78,14.59,1010,80,2.98,0.0,30,False,False,False,False,False,False,True,False,8,100,False
0.0,0.0,0.335,Medium,16.75,16.44,15.67,16.82,1010,75,2.94,0.0,26,False,False,False,False,False,False,True,False,9,100,False
0.316,0.0,0.74,Medium,19.52,19.25,17.72,20.66,1009,66,3.09,0.0,43,False,False,False,False,False,False,True,False,10,100,False
0.0,0.0,0.52,High,20.69,20.43,18.9,22.01,1008,62,3.89,0.0,28,False,False,False,False,False,False,True,False,11,100,False
0.0,0.0,0.428,High,21.84,21.59,20.01,23.43,1007,58,5.71,0.0,61,True,False,False,False,False,False,False,False,12,100,False
0.927,0.0,0.666,None,22.09,21.69,16.72,23.12,1006,51,5.97,0.0,50,False,False,False,False,False,False,True,False,13,100,False
0.101,0.0,0.908,Medium,24.42,24.22,16.72,24.59,1005,50,5.14,0.0,60,True,False,False,False,False,False,False,False,14,100,False
0.18,0.0,0.75,Low,20.61,20.58,17.72,20.7,1005,71,4.66,0.0,91,False,False,False,False,False,True,False,False,15,100,False
0.0,0.0,0.487,High,19.94,19.87,16.72,22.57,1004,72,4.63,0.0,90,False,False,False,False,False,True,False,False,16,100,False
0.0,0.0,0.326,Medium,20.34,20.21,15.72,21.45,1004,68,4.47,0.0,73,True,False,False,False,False,False,False,False,17,100,False
0.201,0.0,0.166,None,18.21,17.94,14.72,19.23,1005,71,4.02,0.0,50,False,False,False,False,False,False,True,False,18,100,False
0.316,0.0,0.058,None,15.64,15.27,14.45,17.01,1005,77,3.43,0.0,48,False,False,False,False,False,False,True,False,19,100,False
0.559,0.0,0.0,None,14.54,14.06,13.72,15.34,1005,77,3.43,0.0,32,False,False,False,False,False,False,True,False,20,100,False
0.394,0.0,0.0,None,14.52,14.06,13.34,14.79,1005,78,3.58,0.0,25,False,False,False,False,False,False,True,False,21,100,False
0.0,0.54,0.0,None,14.55,14.15,13.34,14.72,1005,80,3.54,0.0,47,False,False,False,False,False,False,True,False,22,100,False
0.0,0.622,0.0,None,13.13,12.69,12.72,14.23,1004,84,2.98,0.0,62,True,False,False,False,False,False,False,False,23,100,False
0.0,1.133,0.0,None,13.96,13.47,12.72,14.04,1004,79,3.6,0.0,85,False,False,False,False,False,True,False,False,0,101,False
0.0,0.353,0.0,None,13.95,13.46,12.23,14.23,1004,79,3.82,0.18,92,False,False,False,True,False,False,False,False,1,101,True
0.0,0.338,0.0,None,12.88,12.42,11.68,13.68,1003,84,3.76,0.46,90,False,False,False,True,False,False,False,False,2,101,True
0.0,0.259,0.0,None,12.36,12.0,11.68,13.12,1003,90,4.02,0.72,97,False,False,False,True,False,False,False,False,3,101,True
0.0,0.271,0.0,None,12.36,12.05,11.68,12.72,1003,92,4.1,0.84,100,False,False,False,True,False,False,False,False,4,101,True
0.0,0.272,0.0,None,12.35,12.07,11.12,12.72,1003,93,4.12,1.92,96,False,False,False,False,True,False,False,False,5,101,True
0.0,0.269,0.0,None,11.84,11.51,11.12,12.72,1003,93,3.84,1.29,99,False,False,False,False,True,False,False,False,6,101,True
0.0,1.409,0.022,None,12.36,12.05,11.68,12.72,1003,92,3.47,0.55,95,False,False,False,True,False,False,False,False,7,101,True
0.155,0.0,0.162,None,12.94,12.64,12.23,13.72,1003,90,3.29,0.38,100,False,False,False,True,False,False,False,False,8,101,True
0.109,0.0,0.297,Low,13.05,12.81,12.93,14.72,1002,92,3.17,0.62,97,False,False,False,True,False,False,False,False,9,101,True
0.0,0.0,0.339,Medium,13.02,12.73,12.89,14.54,1002,90,4.22,1.02,100,False,False,False,False,True,False,False,False,10,101,True
0.104,0.0,0.186,None,13.37,13.11,10.57,14.79,1002,90,4.98,0.87,100,False,False,False,True,False,False,False,False,11,101,True
0.216,0.0,0.084,None,11.83,11.47,11.77,13.12,1002,92,5.73,0.87,95,False,False,False,True,False,False,False,False,12,101,True
0.29,0.0,0.366,Medium,13.07,12.81,12.57,14.72,1002,91,6.25,3.86,86,False,False,False,False,True,False,False,False,13,101,True
0.0,0.0,0.288,High,13.66,13.38,13.48,15.72,1003,88,6.01,2.85,58,False,False,False,False,True,False,False,False,14,101,True
0.0,0.0,0.268,High,14.67,14.28,13.9,15.72,1002,80,5.6,0.37,90,False,False,False,True,False,False,False,False,15,101,True
0.0,0.0,0.259,High,14.67,14.2,13.9,15.72,1002,77,5.13,2.12,78,False,False,False,False,True,False,False,False,16,101,True
0.054,0.0,0.235,Medium,13.54,13.17,13.48,15.01,1003,85,5.05,0.0,54,True,False,False,False,False,False,False,False,17,101,False
0.446,0.0,0.147,None,13.56,13.27,13.12,14.72,1003,88,4.46,0.28,45,False,False,False,True,False,False,False,False,18,101,True
1.864,0.0,0.036,None,12.49,12.01,12.37,13.99,1003,85,3.36,0.0,52,True,False,False,False,False,False,False,False,19,101,False
0.984,0.0,0.0,None,11.9,11.42,11.45,12.89,1004,87,3.09,0.0,75,True,False,False,False,False,False,False,False,20,101,False
0.859,0.0,0.0,None,11.94,11.46,10.9,13.72,1004,87,3.14,0.72,95,False,False,False,True,False,False,False,False,21,101,True
0.0,0.529,0.0,None,11.94,11.51,10.9,13.72,1005,89,3.2,1.27,96,False,False,False,False,True,False,False,False,22,101,True
0.0,0.45,0.0,None,11.87,11.41,10.9,12.72,1005,88,3.24,1.78,96,False,False,False,False,True,False,False,False,23,101,True
0.0,0.333,0.0,None,11.28,10.84,11.26,11.77,1005,91,3.51,2.59,100,False,False,False,False,True,False,False,False,0,102,True
0.0,0.256,0.0,None,11.28,10.87,11.12,11.72,1004,92,3.99,1.72,100,False,False,False,False,True,False,False,False,1,102,True
0.0,0.25,0.0,None,11.26,10.87,10.66,11.72,1004,93,3.71,1.6,100,False,False,False,False,True,False,False,False,2,102,True
0.0,0.251,0.0,None,11.26,10.87,10.66,11.72,1004,93,3.73,0.98,100,False,False,False,True,False,False,False,False,3,102,True
0.0,0.322,0.0,None,11.26,10.84,10.57,11.72,1005,92,4.05,0.76,98,False,False,False,True,False,False,False,False,4,102,True
0.0,0.321,0.0,None,11.26,10.84,10.57,11.72,1005,92,3.93,0.57,99,False,False,False,True,False,False,False,False,5,102,True
0.0,0.26,0.0,None,11.24,10.82,10.1,11.72,1005,92,3.63,0.25,100,False,False,False,True,False,False,False,False,6,102,True
0.0,0.677,0.041,None,11.25,10.86,10.57,11.72,1006,93,3.72,0.26,100,False,False,False,True,False,False,False,False,7,102,True
0.181,0.0,0.113,None,11.82,11.49,11.68,11.82,1007,93,3.31,0.55,100,False,False,False,True,False,False,False,False,8,102,True
0.367,0.0,0.267,None,13.4,13.2,11.78,13.48,1008,92,3.47,1.26,88,False,False,False,False,True,False,False,False,9,102,True
0.0,0.0,0.412,High,12.94,12.64,11.12,13.72,1008,90,4.62,1.49,97,False,False,False,False,True,False,False,False,10,102,True
0.266,0.0,0.126,Medium,15.62,15.38,12.57,15.7,1008,82,3.55,0.62,60,False,False,False,True,False,False,False,False,11,102,True
0.021,0.0,0.33,High,13.51,13.19,13.48,15.67,1008,87,3.34,0.86,61,False,False,False,True,False,False,False,False,12,102,True
0.0,0.0,0.358,Medium,13.58,13.4,13.12,16.78,1009,92,3.79,0.88,65,False,False,False,True,False,False,False,False,13,102,True
0.0,0.0,0.355,High,15.77,15.39,13.68,17.88,1009,76,4.04,0.67,64,False,False,False,True,False,False,False,False,14,102,True
0.0,0.0,0.319,High,16.79,16.4,15.01,17.88,1009,72,4.13,1.03,58,False,False,False,False,True,False,False,False,15,102,True
0.001,0.0,0.373,High,16.22,15.73,14.72,17.32,1009,70,3.7,1.82,71,False,False,False,False,True,False,False,False,16,102,True
0.253,0.0,0.318,Low,15.17,14.7,13.34,16.77,1010,75,3.35,0.84,73,False,False,False,True,False,False,False,False,17,102,True
0.323,0.0,0.146,None,14.06,13.71,13.44,14.72,1011,84,2.24,0.21,52,False,False,False,True,False,False,False,False,18,102,True
0.551,0.0,0.023,None,13.49,13.19,12.79,13.72,1011,88,1.21,0.26,39,False,False,False,True,False,False,False,False,19,102,True
1.623,0.0,0.0,None,13.0,12.68,12.57,13.99,1012,89,1.49,0.0,56,True,False,False,False,False,False,False,False,20,102,False
0.837,0.0,0.0,None,12.4,12.07,12.37,13.99,1013,91,1.44,0.26,97,False,False,False,True,False,False,False,False,21,102,True
0.0,0.735,0.0,None,13.0,12.78,12.01,13.44,1013,93,1.07,0.13,100,False,False,False,True,False,False,False,False,22,102,True
0.0,0.364,0.0,None,12.71,12.49,11.68,12.88,1014,94,0.78,0.0,100,False,False,False,False,False,True,False,False,23,102,False
0.0,0.372,0.0,None,11.83,11.5,11.12,12.32,1014,93,0.76,0.0,100,False,False,False,False,False,True,False,False,0,103,False
0.0,0.382,0.0,None,11.74,11.48,11.45,11.77,1014,96,0.89,0.0,100,False,False,False,False,False,True,False,False,1,103,False
0.0,0.373,0.0,None,11.83,11.5,10.9,12.32,1014,93,0.79,0.0,100,False,False,False,False,False,True,False,False,2,103,False
0.0,0.378,0.0,None,11.7,11.48,10.9,11.77,1015,98,0.61,0.0,100,False,False,False,False,False,True,False,False,3,103,False
0.0,0.368,0.0,None,11.81,11.5,10.9,11.82,1015,94,0.67,0.0,93,False,False,False,False,False,True,False,False,4,103,False
0.0,0.308,0.0,None,11.81,11.5,11.12,11.82,1015,94,0.38,0.0,87,False,False,False,False,False,True,False,False,5,103,False
0.0,0.303,0.0,None,11.7,11.48,11.12,11.77,1016,98,0.59,0.0,100,False,False,False,False,False,True,False,False,6,103,False
0.0,1.7,0.02,None,11.82,11.51,11.68,11.82,1017,94,0.95,0.0,94,False,False,False,False,False,True,False,False,7,103,False
0.102,0.0,0.216,Low,12.38,12.13,11.78,12.72,1017,94,1.58,0.2,84,False,False,False,True,False,False,False,False,8,103,True
0.0,0.0,0.253,Medium,13.0,12.78,12.93,13.99,1018,93,2.13,0.18,98,False,False,False,True,False,False,False,False,9,103,True
0.0,0.0,0.257,High,14.54,14.16,13.44,14.59,1018,81,1.34,0.0,100,False,False,False,False,False,True,False,False,10,103,False
0.462,0.0,0.601,Medium,15.65,15.28,14.72,15.7,1018,77,1.8,0.0,99,False,False,False,False,False,True,False,False,11,103,False
0.279,0.0,0.395,High,16.24,15.85,15.72,16.78,1018,74,2.16,0.0,95,False,False,False,False,False,True,False,False,12,103,False
0.0,0.0,0.274,High,17.86,17.48,15.72,19.54,1018,68,2.6,0.12,81,False,False,False,True,False,False,False,False,13,103,True
0.0,0.0,0.282,Very High,18.48,18.16,17.33,18.99,1017,68,2.44,0.0,100,False,False,False,False,False,True,False,False,14,103,False
0.0,0.0,0.461,High,19.02,18.7,17.33,19.23,1017,66,3.29,0.0,99,False,False,False,False,False,True,False,False,15,103,False
0.047,0.0,0.522,Medium,19.27,18.9,14.72,19.59,1018,63,4.26,0.0,88,False,False,False,False,False,True,False,False,16,103,False
0.0,0.0,0.315,Medium,18.73,18.51,14.72,19.23,1018,71,4.59,0.0,59,True,False,False,False,False,False,False,False,17,103,False
0.218,0.0,0.165,None,17.64,17.39,13.72,18.68,1018,74,3.98,0.0,34,False,False,False,False,False,False,True,False,18,103,False
0.42,0.0,0.019,None,16.69,16.45,12.72,16.82,1019,78,2.54,0.0,6,False,False,False,False,False,False,False,True,19,103,False
0.489,0.0,0.0,None,14.97,14.74,12.23,15.15,1019,85,2.05,0.0,4,False,False,False,False,False,False,False,True,20,103,False
0.609,0.0,0.0,None,13.94,13.69,11.68,14.04,1019,88,2.06,0.0,1,False,False,False,False,False,False,False,True,21,103,False
0.0,0.341,0.0,None,13.36,13.08,11.12,13.48,1020,89,1.83,0.0,22,False,True,False,False,False,False,False,False,22,103,False
0.0,0.35,0.0,None,12.78,12.46,10.72,13.12,1019,90,1.55,0.0,80,True,False,False,False,False,False,False,False,23,103,False
0.0,0.354,0.0,None,12.22,11.9,9.72,12.37,1019,92,1.78,0.0,97,False,False,False,False,False,True,False,False,0,104,False
0.0,0.352,0.0,None,11.68,11.31,9.72,11.82,1019,92,1.73,0.0,95,False,False,False,False,False,True,False,False,1,104,False
0.0,0.361,0.0,None,11.64,11.29,8.72,11.82,1019,93,1.95,0.0,95,False,False,False,False,False,True,False,False,2,104,False
0.0,0.357,0.0,None,11.63,11.28,8.72,11.82,1019,93,1.96,0.0,89,False,False,False,False,False,True,False,False,3,104,False
0.0,0.313,0.0,None,11.71,11.39,9.45,11.82,1019,94,1.69,0.0,75,True,False,False,False,False,False,False,False,4,104,False
0.0,0.295,0.0,None,12.14,11.79,8.34,12.37,1019,91,1.54,0.0,65,True,False,False,False,False,False,False,False,5,104,False
0.0,0.329,0.0,None,12.04,11.6,8.34,12.37,1019,88,1.85,0.0,97,False,False,False,False,False,True,False,False,6,104,False
0.0,0.709,0.066,None,13.96,13.5,9.0,14.04,1019,80,1.56,0.0,96,False,False,False,False,False,True,False,False,7,104,False
0.043,0.0,0.264,Medium,15.7,15.21,11.72,15.7,1020,72,1.51,0.0,70,True,False,False,False,False,False,False,False,8,104,False
0.0,0.0,0.265,High,17.3,16.84,12.33,17.37,1021,67,0.86,0.0,59,True,False,False,False,False,False,False,False,9,104,False
0.0,0.0,0.316,High,17.42,17.07,17.01,18.99,1021,71,0.31,0.0,25,False,False,False,False,False,False,True,False,10,104,False
0.0,0.0,0.273,Very High,19.6,19.37,17.89,20.66,1021,67,1.1,0.0,41,False,False,False,False,False,False,True,False,11,104,False
0.0,0.0,0.269,Very High,19.91,19.68,15.72,20.15,1021,66,1.65,0.0,23,False,True,False,False,False,False,False,False,12,104,False
0.0,0.0,0.26,Very High,20.96,20.65,15.72,21.26,1021,59,1.58,0.0,5,False,False,False,False,False,False,False,True,13,104,False
0.101,0.0,0.76,High,21.96,21.7,15.72,22.57,1020,57,1.8,0.0,1,False,False,False,False,False,False,False,True,14,104,False
0.0,0.0,0.419,High,22.44,22.23,15.72,23.12,1020,57,2.23,0.0,0,False,False,False,False,False,False,False,True,15,104,False
0.0,0.0,0.463,High,21.4,21.29,15.72,22.01,1020,65,2.44,0.0,0,False,False,False,False,False,False,False,True,16,104,False
0.0,0.0,0.416,Medium,20.83,20.56,14.72,22.57,1020,61,3.17,0.0,0,False,False,False,False,False,False,False,True,17,104,False
0.428,0.0,0.172,None,19.21,18.86,13.72,21.45,1020,64,3.35,0.0,2,False,False,False,False,False,False,False,True,18,104,False
1.992,0.0,0.02,None,16.7,16.36,12.72,16.82,1021,74,2.56,0.0,0,False,False,False,False,False,False,False,True,19,104,False
1.073,0.0,0.0,None,14.99,14.63,12.72,17.01,1022,80,2.41,0.0,0,False,False,False,False,False,False,False,True,20,104,False
0.643,0.0,0.0,None,14.39,14.03,11.68,15.34,1022,82,1.98,0.0,0,False,False,False,False,False,False,False,True,21,104,False
0.0,0.652,0.0,None,13.83,13.46,10.72,14.23,1022,84,1.17,0.0,2,False,False,False,False,False,False,False,True,22,104,False
0.0,0.572,0.0,None,13.3,12.93,10.72,13.48,1022,86,1.59,0.0,15,False,True,False,False,False,False,False,False,23,104,False
0.0,0.686,0.0,None,12.74,12.37,9.72,12.93,1022,88,1.65,0.0,39,False,False,False,False,False,False,True,False,0,105,False
0.0,0.41,0.0,None,12.69,12.31,8.72,12.93,1022,88,1.83,0.0,71,True,False,False,False,False,False,False,False,1,105,False
0.0,0.392,0.0,None,12.67,12.32,8.72,12.93,1022,89,1.71,0.0,37,False,False,False,False,False,False,True,False,2,105,False
0.0,0.339,0.0,None,12.66,12.31,8.72,12.93,1022,89,1.73,0.0,4,False,False,False,False,False,False,False,True,3,105,False
0.0,0.368,0.0,None,11.62,11.19,8.72,11.82,1021,90,2.0,0.0,0,False,False,False,False,False,False,False,True,4,105,False
0.0,0.3,0.0,None,11.6,11.22,8.72,11.82,1022,92,2.1,0.0,5,False,False,False,False,False,False,False,True,5,105,False
0.0,0.362,0.0,None,11.6,11.19,8.72,11.82,1022,91,2.03,0.0,6,False,False,False,False,False,False,False,True,6,105,False
0.0,0.266,0.064,None,12.8,12.51,9.54,12.93,1022,91,2.03,0.0,7,False,False,False,False,False,False,False,True,7,105,False
0.03,0.0,0.296,Medium,16.68,16.47,11.72,16.82,1022,79,1.35,0.0,5,False,False,False,False,False,False,False,True,8,105,False
