,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),datetime,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,clouds_all,weather_description
433,0.0,0.307,0.0,None,2022-01-19 01:00:00,6.05,4.75,5.72,7.23,1031,84,1.84,,0,sky is clear
434,0.0,0.466,0.0,None,2022-01-19 02:00:00,7.42,6.14,6.77,7.72,1031,84,2.05,,0,sky is clear
435,0.0,0.286,0.0,None,2022-01-19 03:00:00,6.39,4.59,5.66,6.72,1031,84,2.45,,17,few clouds
436,0.0,0.295,0.0,None,2022-01-19 04:00:00,5.35,3.32,4.54,6.12,1031,85,2.5,,17,few clouds
437,0.0,0.298,0.0,None,2022-01-19 05:00:00,5.35,3.33,4.54,6.12,1030,84,2.48,,0,sky is clear
438,0.0,0.782,0.0,None,2022-01-19 06:00:00,4.84,2.6,4.72,6.68,1031,85,2.63,,0,sky is clear
439,0.0,1.059,0.0,None,2022-01-19 07:00:00,5.88,3.73,5.72,6.68,1031,84,2.77,,4,sky is clear
440,0.163,0.0,0.117,Low,2022-01-19 08:00:00,5.22,2.93,4.72,6.68,1031,84,2.79,,9,sky is clear
441,0.0,0.0,0.284,High,2022-01-19 09:00:00,6.37,4.19,5.66,7.23,1032,83,2.95,,0,sky is clear
442,0.0,0.0,0.278,High,2022-01-19 10:00:00,8.76,7.43,6.77,9.72,1032,75,2.4,,0,sky is clear
443,0.0,0.0,0.289,High,2022-01-19 11:00:00,13.95,12.55,10.67,14.04,1032,44,1.56,,0,sky is clear
444,0.0,0.0,0.295,High,2022-01-19 12:00:00,15.08,13.66,12.23,15.15,1031,39,0.87,,0,sky is clear
445,0.117,0.0,0.517,High,2022-01-19 13:00:00,16.13,14.84,13.68,16.26,1031,40,0.38,,0,sky is clear
446,0.0,0.0,0.276,High,2022-01-19 14:00:00,15.68,14.5,15.01,15.9,1030,46,0.32,,0,sky is clear
447,0.0,0.0,0.278,Medium,2022-01-19 15:00:00,15.57,14.41,13.72,17.57,1030,47,0.62,,0,sky is clear
448,0.165,0.0,0.129,None,2022-01-19 16:00:00,15.51,14.32,12.72,16.45,1029,46,0.77,,0,sky is clear
449,0.264,0.0,0.002,None,2022-01-19 17:00:00,14.58,13.43,12.89,14.59,1030,51,1.5,,7,sky is clear
450,0.832,0.0,0.0,None,2022-01-19 18:00:00,9.91,9.42,8.72,12.32,1030,62,1.63,,20,few clouds
451,0.527,0.0,0.0,None,2022-01-19 19:00:00,9.28,8.67,7.72,11.45,1030,75,1.65,,31,scattered clouds
452,0.566,0.0,0.0,None,2022-01-19 20:00:00,8.72,7.7,7.72,10.9,1030,82,2.0,,30,scattered clouds
453,0.839,0.0,0.0,None,2022-01-19 21:00:00,7.97,6.76,6.72,10.11,1030,84,2.08,,21,few clouds
454,0.0,0.519,0.0,None,2022-01-19 22:00:00,6.47,5.07,4.72,9.0,1030,87,2.01,,0,sky is clear
455,0.0,0.479,0.0,None,2022-01-19 23:00:00,6.51,5.27,5.72,7.33,1030,88,1.86,,0,sky is clear
456,0.0,0.494,0.0,None,2022-01-20 00:00:00,5.71,4.4,4.72,8.34,1030,86,1.8,,0,sky is clear
457,0.0,0.378,0.0,None,2022-01-20 01:00:00,5.51,3.78,4.72,8.34,1030,83,2.19,,0,sky is clear
458,0.0,0.281,0.0,None,2022-01-20 02:00:00,5.31,3.42,4.72,8.34,1029,84,2.33,,0,sky is clear
459,0.0,0.279,0.0,None,2022-01-20 03:00:00,4.78,2.66,3.72,8.9,1029,85,2.48,,0,sky is clear
460,0.0,0.276,0.0,None,2022-01-20 04:00:00,5.72,3.69,4.79,8.9,1029,86,2.58,,0,sky is clear
461,0.0,0.276,0.0,None,2022-01-20 05:00:00,6.03,3.94,4.54,8.9,1029,87,2.73,,0,sky is clear
462,0.0,0.275,0.0,None,2022-01-20 06:00:00,6.05,3.95,5.72,8.9,1029,88,2.75,,0,sky is clear
463,0.0,1.27,0.0,None,2022-01-20 07:00:00,8.46,6.84,7.88,9.45,1029,86,2.72,,0,sky is clear
464,0.198,0.0,0.131,Low,2022-01-20 08:00:00,8.64,7.1,8.43,9.55,1029,86,2.66,,0,sky is clear
465,0.0,0.0,0.342,Medium,2022-01-20 09:00:00,9.52,7.84,8.99,10.67,1029,83,3.17,,0,sky is clear
466,0.0,0.0,0.307,High,2022-01-20 10:00:00,11.24,10.4,10.1,12.33,1030,76,2.86,,0,sky is clear
467,0.0,0.0,0.288,High,2022-01-20 11:00:00,15.08,13.74,12.79,15.15,1030,42,2.23,,0,sky is clear
468,0.013,0.0,0.551,High,2022-01-20 12:00:00,15.69,14.36,14.45,15.72,1029,40,1.55,,0,sky is clear
469,0.0,0.0,0.278,High,2022-01-20 13:00:00,16.22,14.97,15.01,16.26,1028,41,1.47,,0,sky is clear
470,0.0,0.0,0.274,High,2022-01-20 14:00:00,16.3,15.11,16.26,16.77,1027,43,1.44,,0,sky is clear
471,0.0,0.0,0.272,Medium,2022-01-20 15:00:00,16.34,15.18,16.21,17.72,1027,44,1.03,,0,sky is clear
472,0.135,0.0,0.132,None,2022-01-20 16:00:00,16.27,15.1,15.9,16.78,1026,44,0.3,,0,sky is clear
473,0.273,0.0,0.002,None,2022-01-20 17:00:00,15.02,14.01,14.72,15.66,1026,55,0.31,,3,sky is clear
474,0.394,0.0,0.0,None,2022-01-20 18:00:00,13.14,12.1,10.52,15.96,1026,61,0.41,,0,sky is clear
475,0.389,0.0,0.0,None,2022-01-20 19:00:00,11.85,10.94,10.72,13.44,1026,71,1.12,,0,sky is clear
476,0.721,0.0,0.0,None,2022-01-20 20:00:00,10.05,9.12,7.72,12.89,1026,77,1.83,,0,sky is clear
477,0.495,0.0,0.0,None,2022-01-20 21:00:00,9.78,8.99,7.72,12.33,1026,80,1.93,,1,sky is clear
478,0.0,0.695,0.0,None,2022-01-20 22:00:00,10.73,9.95,7.01,11.78,1027,80,2.09,,0,sky is clear
479,0.0,0.415,0.0,None,2022-01-20 23:00:00,10.75,9.89,7.01,11.22,1027,77,2.23,,0,sky is clear
480,0.0,0.397,0.0,None,2022-01-21 00:00:00,9.29,8.05,5.9,10.67,1027,75,2.4,,0,sky is clear
481,0.0,0.397,0.0,None,2022-01-21 01:00:00,8.87,7.56,5.34,9.45,1027,74,2.39,,0,sky is clear
482,0.0,0.379,0.0,None,2022-01-21 02:00:00,8.87,7.51,4.79,9.45,1027,74,2.46,,1,sky is clear
483,0.0,0.305,0.0,None,2022-01-21 03:00:00,8.46,6.86,4.79,9.54,1027,76,2.69,,2,sky is clear
484,0.0,0.274,0.0,None,2022-01-21 04:00:00,8.02,6.16,4.23,8.43,1027,77,2.96,,2,sky is clear
485,0.0,0.272,0.0,None,2022-01-21 05:00:00,8.55,6.67,4.23,8.72,1027,77,3.17,,3,sky is clear
486,0.0,0.273,0.0,None,2022-01-21 06:00:00,8.36,6.33,3.68,8.72,1027,77,3.35,,2,sky is clear
487,0.0,1.55,0.0,None,2022-01-21 07:00:00,7.39,5.13,7.37,8.44,1027,73,3.4,,1,sky is clear
488,0.759,0.0,0.108,Medium,2022-01-21 08:00:00,7.62,5.43,3.68,7.89,1027,78,3.36,,4,sky is clear
489,0.0,0.0,0.233,High,2022-01-21 09:00:00,8.47,6.39,7.32,9.0,1028,68,3.48,,3,sky is clear
490,0.0,0.0,0.244,High,2022-01-21 10:00:00,9.58,7.73,8.43,9.72,1028,64,3.5,,1,sky is clear
491,0.223,0.0,0.573,High,2022-01-21 11:00:00,10.16,8.85,10.01,10.72,1028,62,3.76,,2,sky is clear
492,0.325,0.0,0.625,High,2022-01-21 12:00:00,10.72,9.41,10.34,11.22,1028,60,3.96,,22,few clouds
493,0.0,0.0,0.244,High,2022-01-21 13:00:00,11.27,9.99,10.57,11.77,1027,59,3.9,,39,scattered clouds
494,0.0,0.0,0.24,High,2022-01-21 14:00:00,11.29,9.96,11.26,12.33,1026,57,3.64,,32,scattered clouds
495,0.0,0.0,0.234,Medium,2022-01-21 15:00:00,11.29,9.96,11.26,12.33,1026,57,3.18,,48,scattered clouds
496,0.147,0.0,0.119,Low,2022-01-21 16:00:00,11.28,9.9,11.26,12.01,1025,55,2.12,,32,scattered clouds
497,0.229,0.0,0.002,None,2022-01-21 17:00:00,11.28,9.93,11.12,11.78,1025,56,1.92,,11,few clouds
498,0.272,0.0,0.0,None,2022-01-21 18:00:00,10.05,8.81,9.72,11.22,1025,65,2.1,,2,sky is clear
499,0.483,0.0,0.0,None,2022-01-21 19:00:00,8.96,7.92,7.72,10.67,1026,69,2.07,,0,sky is clear
500,0.616,0.0,0.0,None,2022-01-21 20:00:00,8.72,7.58,7.57,10.11,1026,71,2.14,,0,sky is clear
501,0.683,0.0,0.0,None,2022-01-21 21:00:00,6.99,5.43,4.72,10.11,1026,72,2.29,,0,sky is clear
502,0.0,0.684,0.0,None,2022-01-21 22:00:00,5.81,3.76,2.72,9.0,1027,69,2.62,,0,sky is clear
503,0.0,0.496,0.0,None,2022-01-21 23:00:00,6.04,3.58,3.72,8.44,1027,60,3.26,,0,sky is clear
504,0.0,0.399,0.0,None,2022-01-22 00:00:00,7.08,4.36,5.9,7.89,1027,56,4.1,,0,sky is clear
505,0.0,0.353,0.0,None,2022-01-22 01:00:00,4.98,1.43,3.72,6.77,1027,52,4.76,,0,sky is clear
506,0.0,0.498,0.0,None,2022-01-22 02:00:00,5.69,2.13,5.57,6.45,1027,51,5.15,,0,sky is clear
507,0.0,0.427,0.0,None,2022-01-22 03:00:00,5.45,1.85,5.01,6.45,1027,51,5.1,,0,sky is clear
508,0.0,0.309,0.0,None,2022-01-22 04:00:00,5.16,1.61,5.01,5.72,1027,61,4.85,,0,sky is clear
509,0.0,0.286,0.0,None,2022-01-22 05:00:00,5.21,1.75,4.45,6.45,1027,55,4.68,,0,sky is clear
510,0.0,0.282,0.0,None,2022-01-22 06:00:00,4.64,1.11,4.45,5.9,1028,63,4.56,,0,sky is clear
511,0.0,0.282,0.0,None,2022-01-22 07:00:00,4.64,1.11,4.45,5.72,1028,64,4.55,,0,sky is clear
512,0.202,0.0,0.155,None,2022-01-22 08:00:00,4.64,1.1,4.45,5.72,1028,64,4.57,,0,sky is clear
513,0.055,0.0,0.351,Medium,2022-01-22 09:00:00,5.66,2.2,4.54,5.72,1028,62,4.92,,0,sky is clear
514,0.0,0.0,0.297,High,2022-01-22 10:00:00,6.82,3.71,5.66,7.72,1029,58,4.78,,0,sky is clear
515,0.0,0.0,0.301,High,2022-01-22 11:00:00,8.43,5.77,6.77,8.72,1029,54,4.65,,0,sky is clear
516,0.519,0.0,0.901,Medium,2022-01-22 12:00:00,9.62,7.42,8.9,10.9,1029,51,4.25,,0,sky is clear
517,0.32,0.0,0.758,Medium,2022-01-22 13:00:00,10.2,8.58,9.54,11.72,1028,50,3.83,,0,sky is clear
518,0.0,0.0,0.557,Medium,2022-01-22 14:00:00,11.31,9.78,10.66,12.72,1027,49,3.36,,0,sky is clear
519,0.0,0.0,0.318,Medium,2022-01-22 15:00:00,11.87,10.37,10.66,13.72,1026,48,3.04,,0,sky is clear
520,0.172,0.0,0.15,None,2022-01-22 16:00:00,11.8,10.26,11.21,12.57,1026,47,2.4,,0,sky is clear
521,1.479,0.0,0.004,None,2022-01-22 17:00:00,11.25,9.68,10.57,11.45,1026,48,2.07,,0,sky is clear
522,1.491,0.0,0.0,None,2022-01-22 18:00:00,10.51,9.18,9.45,10.72,1027,60,2.49,,0,sky is clear
523,1.898,0.0,0.0,None,2022-01-22 19:00:00,9.45,8.1,8.68,9.72,1027,64,2.61,,0,sky is clear
524,1.369,0.0,0.0,None,2022-01-22 20:00:00,7.29,5.78,6.72,8.9,1027,70,2.29,,0,sky is clear
525,1.828,0.0,0.0,None,2022-01-22 21:00:00,7.99,6.74,6.45,9.0,1027,71,2.13,,0,sky is clear
526,0.0,1.739,0.0,None,2022-01-22 22:00:00,7.89,6.59,5.34,8.44,1026,75,2.16,,0,sky is clear
527,0.0,1.09,0.0,None,2022-01-22 23:00:00,7.68,6.26,4.23,8.44,1026,74,2.27,,0,sky is clear
528,0.0,0.369,0.0,None,2022-01-23 00:00:00,7.72,6.25,3.68,8.44,1026,76,2.34,,0,sky is clear
529,0.0,0.316,0.0,None,2022-01-23 01:00:00,7.58,5.99,3.12,7.79,1026,75,2.45,,0,sky is clear
530,0.0,0.305,0.0,None,2022-01-23 02:00:00,7.39,5.66,2.57,7.79,1026,75,2.6,,0,sky is clear
531,0.0,0.384,0.0,None,2022-01-23 03:00:00,6.56,4.72,6.21,7.23,1026,75,2.53,,0,sky is clear
532,0.0,0.301,0.0,None,2022-01-23 04:00:00,7.11,5.32,3.12,7.72,1025,76,2.6,,0,sky is clear
533,0.0,0.306,0.0,None,2022-01-23 05:00:00,7.11,5.16,2.57,7.72,1025,78,2.82,,0,sky is clear
534,0.0,0.342,0.0,None,2022-01-23 06:00:00,6.39,4.28,5.66,6.72,1025,78,2.85,,0,sky is clear
535,0.0,0.363,0.0,None,2022-01-23 07:00:00,6.39,4.3,5.66,6.72,1025,79,2.82,,0,sky is clear
536,0.233,0.0,0.171,None,2022-01-23 08:00:00,6.39,4.32,5.66,6.72,1026,79,2.8,,0,sky is clear
537,0.0,0.0,0.354,Medium,2022-01-23 09:00:00,7.06,4.76,5.66,7.72,1026,75,3.35,,0,sky is clear
538,0.0,0.0,0.333,High,2022-01-23 10:00:00,8.46,6.85,7.79,8.72,1026,69,2.71,,0,sky is clear
539,0.0,0.0,0.342,High,2022-01-23 11:00:00,11.22,9.76,9.45,11.26,1026,52,1.99,,0,sky is clear
540,2.519,0.0,0.968,None,2022-01-23 12:00:00,12.34,10.91,11.21,12.72,1025,49,1.7,,0,sky is clear
541,0.843,0.0,0.801,Medium,2022-01-23 13:00:00,13.48,12.11,12.57,13.72,1025,47,1.46,,0,sky is clear
542,0.046,0.0,0.499,Medium,2022-01-23 14:00:00,14.07,12.76,13.9,14.72,1024,47,0.9,,0,sky is clear
543,0.008,0.0,0.406,Medium,2022-01-23 15:00:00,14.02,12.73,13.43,15.01,1023,48,0.23,,0,sky is clear
544,0.627,0.0,0.156,None,2022-01-23 16:00:00,13.45,12.08,12.72,14.45,1023,47,0.53,,0,sky is clear
545,0.408,0.0,0.004,None,2022-01-23 17:00:00,12.88,11.5,11.72,13.43,1024,49,1.39,,0,sky is clear
546,0.641,0.0,0.0,None,2022-01-23 18:00:00,9.73,8.78,8.72,11.77,1024,64,2.12,,0,sky is clear
547,2.329,0.0,0.0,None,2022-01-23 19:00:00,8.53,7.38,6.72,10.66,1024,71,2.12,,0,sky is clear
548,1.698,0.0,0.0,None,2022-01-23 20:00:00,7.46,6.02,5.72,10.11,1024,82,2.24,,0,sky is clear
549,0.56,0.0,0.0,None,2022-01-23 21:00:00,6.71,5.06,4.72,9.55,1025,86,2.33,,0,sky is clear
550,0.0,0.522,0.0,None,2022-01-23 22:00:00,5.53,3.9,3.72,7.89,1025,88,2.09,,0,sky is clear
551,0.0,0.494,0.0,None,2022-01-23 23:00:00,5.29,3.74,3.68,7.79,1025,90,1.97,,0,sky is clear
552,0.0,0.505,0.0,None,2022-01-24 00:00:00,4.09,2.59,2.72,7.23,1025,91,1.75,,0,sky is clear
553,0.0,0.576,0.0,None,2022-01-24 01:00:00,4.16,2.9,3.72,6.12,1025,91,1.57,,0,sky is clear
554,0.0,1.359,0.0,None,2022-01-24 02:00:00,3.3,1.86,2.72,5.01,1025,91,1.61,,0,sky is clear
555,0.0,0.724,0.0,None,2022-01-24 03:00:00,3.12,1.53,2.72,3.99,1025,92,1.7,,0,sky is clear
556,0.0,0.525,0.0,None,2022-01-24 04:00:00,2.26,0.33,1.72,3.43,1025,90,1.87,,0,sky is clear
557,0.0,0.479,0.0,None,2022-01-24 05:00:00,2.77,0.7,2.72,2.88,1025,92,2.06,,8,sky is clear
558,0.0,0.314,0.0,None,2022-01-24 06:00:00,2.6,0.49,2.32,3.34,1026,92,2.07,,0,sky is clear
559,0.0,1.377,0.0,None,2022-01-24 07:00:00,3.27,1.06,2.32,3.9,1026,91,2.28,,0,sky is clear
560,0.55,0.0,0.15,None,2022-01-24 08:00:00,2.73,0.61,2.72,2.89,1026,91,2.1,,0,sky is clear
561,0.03,0.0,0.419,Medium,2022-01-24 09:00:00,3.73,1.39,3.72,4.0,1027,87,2.51,,0,sky is clear
562,0.0,0.0,0.374,High,2022-01-24 10:00:00,10.62,9.36,5.67,10.7,1027,62,1.8,,0,sky is clear
563,0.0,0.0,0.399,High,2022-01-24 11:00:00,11.72,10.49,7.89,11.82,1027,59,1.24,,0,sky is clear
564,0.0,0.0,0.414,High,2022-01-24 12:00:00,12.79,11.64,10.34,12.93,1027,58,0.94,,0,sky is clear
565,0.0,0.0,0.455,High,2022-01-24 13:00:00,12.96,11.85,12.89,13.72,1026,59,1.02,,0,sky is clear
566,0.0,0.0,0.455,High,2022-01-24 14:00:00,14.03,12.9,13.68,14.45,1026,54,1.26,,1,sky is clear
567,0.003,0.0,0.437,Medium,2022-01-24 15:00:00,13.47,12.28,12.72,15.11,1026,54,1.54,,0,sky is clear
568,0.265,0.0,0.16,None,2022-01-24 16:00:00,12.9,11.66,11.72,14.45,1026,54,1.76,,0,sky is clear
569,0.446,0.0,0.004,None,2022-01-24 17:00:00,12.88,11.69,11.72,13.43,1027,56,1.89,,0,sky is clear
570,0.836,0.0,0.0,None,2022-01-24 18:00:00,10.03,8.97,8.72,11.77,1027,72,2.18,,0,sky is clear
571,1.11,0.0,0.0,None,2022-01-24 19:00:00,9.54,8.58,8.72,10.66,1028,81,2.09,,0,sky is clear
572,0.818,0.0,0.0,None,2022-01-24 20:00:00,7.4,6.01,5.72,9.55,1028,85,2.17,,1,sky is clear
573,0.707,0.0,0.0,None,2022-01-24 21:00:00,6.75,5.22,4.72,9.55,1028,86,2.2,,0,sky is clear
574,0.0,0.739,0.0,None,2022-01-24 22:00:00,6.41,5.09,4.72,9.0,1029,89,1.92,,1,sky is clear
575,0.0,0.607,0.0,None,2022-01-24 23:00:00,5.39,3.95,3.72,8.34,1029,91,1.88,,0,sky is clear
576,0.0,0.555,0.0,None,2022-01-25 00:00:00,4.86,3.41,3.68,7.23,1029,92,1.81,,0,sky is clear
577,0.0,0.612,0.0,None,2022-01-25 01:00:00,4.58,3.17,3.12,6.12,1029,92,1.74,,0,sky is clear
578,0.0,0.444,0.0,None,2022-01-25 02:00:00,3.48,1.68,2.72,6.12,1029,91,1.93,,0,sky is clear
579,0.0,0.335,0.0,None,2022-01-25 03:00:00,3.3,1.3,2.72,6.68,1029,91,2.08,,0,sky is clear
580,0.0,0.342,0.0,None,2022-01-25 04:00:00,3.12,0.88,2.72,6.68,1029,91,2.28,,0,sky is clear
581,0.0,0.342,0.0,None,2022-01-25 05:00:00,4.49,2.23,3.99,6.68,1029,92,2.58,,0,sky is clear
582,0.0,0.342,0.0,None,2022-01-25 06:00:00,2.95,0.11,2.72,6.68,1029,92,2.92,,10,sky is clear
583,0.0,1.208,0.0,None,2022-01-25 07:00:00,2.99,0.11,2.72,5.57,1030,92,2.98,,17,few clouds
584,0.4,0.0,0.155,Low,2022-01-25 08:00:00,4.0,1.39,3.72,5.01,1030,93,2.89,,0,sky is clear
585,0.0,0.0,0.291,Medium,2022-01-25 09:00:00,6.04,3.67,4.54,7.23,1031,89,3.12,,0,sky is clear
586,0.0,0.0,0.303,High,2022-01-25 10:00:00,10.62,9.3,6.77,10.7,1031,60,2.33,,0,sky is clear
587,0.29,0.0,0.616,High,2022-01-25 11:00:00,11.26,9.93,10.1,11.72,1031,57,1.66,,0,sky is clear
588,0.416,0.0,0.643,High,2022-01-25 12:00:00,11.89,10.6,11.45,12.88,1031,56,1.92,,0,sky is clear
589,0.0,0.0,0.384,High,2022-01-25 13:00:00,12.98,11.77,12.57,13.72,1030,55,2.01,,0,sky is clear
590,0.0,0.0,0.31,High,2022-01-25 14:00:00,13.56,12.36,13.48,14.72,1029,53,1.7,,0,sky is clear
591,0.043,0.0,0.338,Medium,2022-01-25 15:00:00,13.51,12.27,13.43,14.55,1029,52,1.53,,0,sky is clear
592,1.319,0.0,0.165,None,2022-01-25 16:00:00,13.45,12.21,12.72,14.45,1029,52,1.26,,0,sky is clear
593,1.492,0.0,0.004,None,2022-01-25 17:00:00,12.95,11.71,12.57,13.43,1028,54,1.38,,1,sky is clear
594,1.481,0.0,0.0,None,2022-01-25 18:00:00,11.41,10.25,10.72,12.32,1029,63,1.78,,1,sky is clear
595,1.668,0.0,0.0,None,2022-01-25 19:00:00,9.23,8.15,7.72,11.22,1029,76,2.18,,2,sky is clear
596,0.892,0.0,0.0,None,2022-01-25 20:00:00,8.27,7.17,6.72,10.67,1029,81,2.01,,8,sky is clear
597,0.698,0.0,0.0,None,2022-01-25 21:00:00,7.77,6.89,5.72,10.67,1030,84,1.7,,10,sky is clear
598,0.0,0.658,0.0,None,2022-01-25 22:00:00,6.81,5.74,4.72,10.11,1030,86,1.74,,17,few clouds
599,0.0,0.508,0.0,None,2022-01-25 23:00:00,7.12,5.87,5.72,9.45,1030,86,1.97,,7,sky is clear
600,0.0,0.53,0.0,None,2022-01-26 00:00:00,6.18,4.52,4.72,9.45,1030,84,2.24,,6,sky is clear
601,0.0,0.513,0.0,None,2022-01-26 01:00:00,5.71,3.81,4.23,8.34,1029,84,2.42,,5,sky is clear
602,0.0,0.391,0.0,None,2022-01-26 02:00:00,5.23,3.18,3.68,7.23,1029,84,2.49,,5,sky is clear
603,0.0,0.361,0.0,None,2022-01-26 03:00:00,6.42,4.56,3.12,7.79,1028,85,2.53,,6,sky is clear
604,0.0,0.347,0.0,None,2022-01-26 04:00:00,6.89,5.11,5.1,7.79,1028,85,2.54,,9,sky is clear
605,0.0,0.339,0.0,None,2022-01-26 05:00:00,6.72,4.88,4.54,7.72,1028,86,2.58,,15,few clouds
606,0.0,0.344,0.0,None,2022-01-26 06:00:00,6.54,4.6,3.99,7.79,1028,86,2.66,,23,few clouds
607,0.0,1.408,0.0,None,2022-01-26 07:00:00,6.72,4.81,4.54,7.79,1028,86,2.67,,30,scattered clouds
608,0.417,0.0,0.031,None,2022-01-26 08:00:00,6.82,4.88,2.57,7.72,1029,86,2.73,,24,few clouds
609,0.137,0.0,0.172,None,2022-01-26 09:00:00,6.92,4.65,5.1,8.34,1029,82,3.25,,20,few clouds
610,0.216,0.0,0.44,High,2022-01-26 10:00:00,11.17,9.8,7.32,11.26,1029,56,2.69,,24,few clouds
611,0.247,0.0,0.548,High,2022-01-26 11:00:00,12.3,11.0,10.1,12.72,1029,54,2.26,,12,few clouds
612,0.087,0.0,0.607,High,2022-01-26 12:00:00,12.94,11.62,12.23,13.72,1028,51,2.54,,11,few clouds
613,0.0,0.0,0.301,High,2022-01-26 13:00:00,13.48,12.22,13.34,14.0,1028,51,2.45,,4,sky is clear
614,0.045,0.0,0.474,High,2022-01-26 14:00:00,14.02,12.78,13.43,14.04,1027,50,2.33,,1,sky is clear
615,0.038,0.0,0.461,Medium,2022-01-26 15:00:00,13.6,12.32,13.43,15.72,1026,50,2.03,,1,sky is clear
616,0.252,0.0,0.176,None,2022-01-26 16:00:00,13.49,12.2,13.43,14.55,1026,50,0.96,,2,sky is clear
617,0.421,0.0,0.006,None,2022-01-26 17:00:00,12.96,11.64,12.93,14.0,1026,51,0.91,,1,sky is clear
618,0.572,0.0,0.0,None,2022-01-26 18:00:00,12.11,10.84,11.68,12.89,1027,56,1.41,,0,sky is clear
619,0.407,0.0,0.0,None,2022-01-26 19:00:00,9.51,8.67,7.72,11.78,1027,63,1.94,,0,sky is clear
620,0.507,0.0,0.0,None,2022-01-26 20:00:00,10.28,9.17,9.72,11.22,1027,69,2.04,,0,sky is clear
621,0.768,0.0,0.0,None,2022-01-26 21:00:00,10.25,9.26,8.12,11.22,1027,74,1.74,,0,sky is clear
622,0.0,0.707,0.0,None,2022-01-26 22:00:00,9.74,8.85,7.57,11.22,1028,77,2.05,,1,sky is clear
623,0.0,0.432,0.0,None,2022-01-26 23:00:00,9.32,8.15,7.01,10.67,1028,75,2.31,,4,sky is clear
624,0.0,0.332,0.0,None,2022-01-27 00:00:00,9.04,7.62,5.9,9.54,1028,73,2.59,,3,sky is clear
625,0.0,0.363,0.0,None,2022-01-27 01:00:00,8.42,6.77,5.9,9.54,1028,72,2.76,,3,sky is clear
626,0.0,0.353,0.0,None,2022-01-27 02:00:00,8.83,7.18,5.34,8.99,1028,70,2.88,,1,sky is clear
627,0.0,0.346,0.0,None,2022-01-27 03:00:00,8.34,6.59,5.34,10.01,1027,69,2.88,,0,sky is clear
628,0.0,0.343,0.0,None,2022-01-27 04:00:00,8.61,6.94,4.79,8.72,1027,69,2.85,,0,sky is clear
629,0.0,0.342,0.0,None,2022-01-27 05:00:00,7.6,5.73,4.79,8.99,1027,71,2.85,,0,sky is clear
630,0.0,0.354,0.0,None,2022-01-27 06:00:00,6.37,4.22,4.23,8.99,1028,72,2.9,,1,sky is clear
631,0.0,1.517,0.0,None,2022-01-27 07:00:00,7.6,5.68,4.23,8.99,1028,72,2.92,,1,sky is clear
632,0.265,0.0,0.114,None,2022-01-27 08:00:00,5.12,2.69,3.72,10.11,1028,74,2.94,,0,sky is clear
633,0.0,0.0,0.291,Medium,2022-01-27 09:00:00,6.74,4.36,5.72,10.67,1029,72,3.37,,0,sky is clear
634,0.0,0.0,0.295,High,2022-01-27 10:00:00,12.87,11.44,10.66,12.93,1029,47,2.91,,0,sky is clear
635,0.0,0.0,0.314,High,2022-01-27 11:00:00,14.01,12.64,12.32,14.04,1029,45,2.43,,0,sky is clear
636,0.0,0.0,0.316,High,2022-01-27 12:00:00,15.6,14.39,13.68,15.7,1029,45,2.46,,0,sky is clear
637,0.0,0.0,0.314,High,2022-01-27 13:00:00,16.27,15.02,15.57,16.72,1028,41,2.63,,0,sky is clear
638,0.0,0.0,0.393,High,2022-01-27 14:00:00,16.78,15.56,15.66,18.12,1027,40,2.5,,0,sky is clear
639,0.0,0.0,0.307,Medium,2022-01-27 15:00:00,17.29,16.12,15.66,18.12,1027,40,2.0,,0,sky is clear
640,0.166,0.0,0.159,None,2022-01-27 16:00:00,17.26,16.11,15.72,17.57,1027,41,1.02,,0,sky is clear
641,0.339,0.0,0.01,None,2022-01-27 17:00:00,15.12,14.33,14.72,16.78,1027,63,1.84,,0,sky is clear
642,0.513,0.0,0.0,None,2022-01-27 18:00:00,12.79,11.56,12.72,15.01,1027,55,2.28,,0,sky is clear
643,0.558,0.0,0.0,None,2022-01-27 19:00:00,11.83,10.95,9.72,14.0,1027,72,2.53,,0,sky is clear
644,0.682,0.0,0.0,None,2022-01-27 20:00:00,10.93,10.01,8.72,14.0,1028,74,2.54,,0,sky is clear
645,0.528,0.0,0.0,None,2022-01-27 21:00:00,10.45,9.61,8.72,13.44,1028,79,1.97,,0,sky is clear
646,0.0,0.864,0.0,None,2022-01-27 22:00:00,12.05,11.4,8.68,12.89,1029,80,1.98,,0,sky is clear
647,0.0,0.517,0.0,None,2022-01-27 23:00:00,8.85,7.79,7.57,10.66,1029,79,2.07,,0,sky is clear
648,0.0,0.442,0.0,None,2022-01-28 00:00:00,10.73,9.84,6.45,11.12,1029,76,2.1,,0,sky is clear
649,0.0,0.5,0.0,None,2022-01-28 01:00:00,10.08,9.02,5.9,10.66,1029,72,2.33,,0,sky is clear
650,0.0,0.403,0.0,None,2022-01-28 02:00:00,8.73,7.2,5.9,10.1,1029,72,2.67,,0,sky is clear
651,0.0,0.586,0.0,None,2022-01-28 03:00:00,6.82,4.79,4.72,10.01,1029,71,2.86,,0,sky is clear
652,0.0,0.33,0.0,None,2022-01-28 04:00:00,9.44,7.88,4.23,9.72,1029,68,2.94,,0,sky is clear
